text,real,ml_pred,wazuh_pred
Feb 17 17:15:27 ubuntu-victima sshd[3582]: Failed password for vboxuser from 192.168.1.50 port 37644 ssh2  vboxuser ,0,0,1
Feb 16 18:21:49 ubuntu-victima sshd[2863]: Failed password for root from 192.168.1.50 port 40720 ssh2  root ,0,0,1
Feb 17 17:13:44 ubuntu-victima sshd[3541]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=vboxuser  vboxuser ,0,0,1
Feb 17 17:06:16 ubuntu-victima sshd[3332]: Failed password for vboxuser from 192.168.1.50 port 49364 ssh2  vboxuser ,0,0,1
Feb 17 13:25:52 ubuntu-victima sshd[4517]: Failed password for root from 192.168.1.50 port 33858 ssh2  root ,0,0,1
Feb 17 17:04:50 ubuntu-victima sshd[3279]: Failed password for vboxuser from 192.168.1.50 port 49680 ssh2  vboxuser ,0,0,1
Feb 16 18:24:14 ubuntu-victima sshd[2918]: Disconnecting authenticating user root 192.168.1.50 port 38386: Too many authentication failures [preauth]    ,0,0,1
Feb 17 17:23:52 ubuntu-victima sshd[3829]: Failed password for vboxuser from 192.168.1.50 port 35596 ssh2  vboxuser ,0,0,1
Feb 17 17:25:37 ubuntu-victima sshd[3893]: Failed password for vboxuser from 192.168.1.50 port 50332 ssh2  vboxuser ,0,0,1
Feb 17 17:22:32 ubuntu-victima sshd[3789]: Failed password for vboxuser from 192.168.1.50 port 55564 ssh2  vboxuser ,0,0,1
Feb 17 17:18:12 ubuntu-victima sshd[3673]: Failed password for vboxuser from 192.168.1.50 port 57280 ssh2  vboxuser ,0,0,1
Feb 16 17:57:51 ubuntu-victima sshd[1867]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,1
Feb 16 17:57:49 ubuntu-victima sshd[1861]: Failed password for root from 192.168.1.50 port 38120 ssh2  root ,0,0,1
Feb 16 18:17:08 ubuntu-victima sshd[2736]: Failed password for root from 192.168.1.50 port 39566 ssh2  root ,0,0,1
Feb 17 13:30:38 ubuntu-victima sshd[4671]: Failed password for root from 192.168.1.50 port 59386 ssh2  root ,0,0,1
Feb 16 18:49:04 ubuntu-victima sshd[3612]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,1
Feb 17 17:17:31 ubuntu-victima sshd[3645]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=vboxuser  vboxuser ,0,0,1
Feb 16 17:58:47 ubuntu-victima sshd[1888]: Failed password for root from 192.168.1.50 port 58134 ssh2  root ,0,0,1
Feb 17 12:37:59 ubuntu-victima sshd[4224]: Failed password for root from 192.168.1.50 port 52080 ssh2  root ,0,0,1
Feb 17 17:03:08 ubuntu-victima sshd[3226]: Failed password for vboxuser from 192.168.1.50 port 37624 ssh2  vboxuser ,0,0,1
Feb 17 17:17:39 ubuntu-victima sshd[3653]: Failed password for vboxuser from 192.168.1.50 port 56466 ssh2  vboxuser ,0,0,1
Feb 16 18:06:30 ubuntu-victima sshd[2401]: Failed password for root from 192.168.1.50 port 50824 ssh2  root ,0,0,1
Feb 17 13:31:17 ubuntu-victima sshd[4685]: Disconnecting authenticating user root 192.168.1.50 port 59694: Too many authentication failures [preauth]    ,0,0,1
Feb 17 17:09:01 ubuntu-victima sshd[3397]: Failed password for vboxuser from 192.168.1.50 port 55184 ssh2  vboxuser ,0,0,1
Feb 16 18:37:59 ubuntu-victima sshd[3302]: Failed password for root from 192.168.1.50 port 57594 ssh2  root ,0,0,1
Feb 17 12:35:17 ubuntu-victima sshd[4140]: Failed password for root from 192.168.1.50 port 57594 ssh2  root ,0,0,1
Feb 17 17:03:28 ubuntu-victima sshd[3234]: Disconnecting authenticating user vboxuser 192.168.1.50 port 56990: Too many authentication failures [preauth]    ,0,0,1
Feb 17 13:30:18 ubuntu-victima sshd[4652]: Failed password for root from 192.168.1.50 port 33128 ssh2  root ,0,0,1
Feb 16 17:57:04 ubuntu-victima sshd[1842]: Failed password for root from 192.168.1.50 port 36058 ssh2  root ,0,0,1
Feb 17 17:11:43 ubuntu-victima sshd[3476]: Failed password for vboxuser from 192.168.1.50 port 47530 ssh2  vboxuser ,0,0,1
Feb 16 18:28:28 ubuntu-victima sshd[3040]: Failed password for root from 192.168.1.50 port 44808 ssh2  root ,0,0,1
Feb 16 18:09:22 ubuntu-victima sshd[2491]: Failed password for root from 192.168.1.50 port 43470 ssh2  root ,0,0,1
Feb 16 18:54:37 ubuntu-victima sshd[3766]: Failed password for root from 192.168.1.50 port 38552 ssh2  root ,0,0,1
Feb 17 11:15:39 ubuntu-victima sshd[2854]: Failed password for root from 192.168.1.50 port 53930 ssh2  root ,0,0,1
Feb 17 13:29:00 ubuntu-victima sshd[4614]: Failed password for root from 192.168.1.50 port 60614 ssh2  root ,0,0,1
Feb 17 11:16:26 ubuntu-victima sshd[2868]: Failed password for root from 192.168.1.50 port 55994 ssh2  root ,0,0,1
Feb 17 12:30:45 ubuntu-victima sshd[4004]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,1
Feb 16 18:47:31 ubuntu-victima sshd[3565]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,1
Feb 16 18:10:37 ubuntu-victima sshd[2524]: Failed password for root from 192.168.1.50 port 54432 ssh2  root ,0,0,1
Feb 16 17:58:02 ubuntu-victima sshd[1865]: Failed password for root from 192.168.1.50 port 39804 ssh2  root ,0,0,1
Feb 16 18:10:39 ubuntu-victima sshd[2526]: Failed password for root from 192.168.1.50 port 54446 ssh2  root ,0,0,1
Feb 17 13:30:42 ubuntu-victima sshd[4673]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,1
Feb 17 13:28:05 ubuntu-victima sshd[4571]: Failed password for root from 192.168.1.50 port 47218 ssh2  root ,0,0,1
Feb 16 18:19:04 ubuntu-victima sshd[2778]: Disconnecting authenticating user root 192.168.1.50 port 54312: Too many authentication failures [preauth]    ,0,0,1
Feb 16 18:55:27 ubuntu-victima sshd[3787]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,1
Feb 16 18:06:38 ubuntu-victima sshd[2414]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,1
Feb 17 17:27:50 ubuntu-victima sshd[3958]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=vboxuser  vboxuser ,0,0,1
Feb 17 13:32:25 ubuntu-victima sshd[4719]: Disconnecting authenticating user root 192.168.1.50 port 48810: Too many authentication failures [preauth]    ,0,0,1
Feb 16 18:53:33 ubuntu-victima sshd[3734]: Failed password for root from 192.168.1.50 port 46444 ssh2  root ,0,0,1
Feb 16 18:46:00 ubuntu-victima sshd[3526]: Failed password for root from 192.168.1.50 port 52704 ssh2  root ,0,0,1
Feb 16 18:08:42 ubuntu-victima sshd[2464]: Failed password for root from 192.168.1.50 port 47622 ssh2  root ,0,0,1
Feb 17 12:01:55 ubuntu-victima sshd[3787]: Disconnecting authenticating user root 192.168.1.50 port 36290: Too many authentication failures [preauth]    ,0,0,1
Feb 16 18:53:43 ubuntu-victima sshd[3736]: Failed password for root from 192.168.1.50 port 33518 ssh2  root ,0,0,1
Feb 17 17:18:45 ubuntu-victima sshd[3687]: Failed password for vboxuser from 192.168.1.50 port 53408 ssh2  vboxuser ,0,0,1
Feb 16 17:57:08 ubuntu-victima sshd[1842]: Disconnecting authenticating user root 192.168.1.50 port 36058: Too many authentication failures [preauth]    ,0,0,1
Feb 16 18:42:29 ubuntu-victima sshd[3422]: Disconnecting authenticating user root 192.168.1.50 port 49596: Too many authentication failures [preauth]    ,0,0,1
Feb 16 18:27:52 ubuntu-victima sshd[3021]: Failed password for root from 192.168.1.50 port 59424 ssh2  root ,0,0,1
Feb 17 17:17:25 ubuntu-victima sshd[3647]: Failed password for vboxuser from 192.168.1.50 port 38718 ssh2  vboxuser ,0,0,1
Feb 16 18:35:00 ubuntu-victima sshd[3220]: Failed password for root from 192.168.1.50 port 54686 ssh2  root ,0,0,1
Feb 17 12:09:31 ubuntu-victima sshd[3839]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,1
Feb 17 13:32:25 ubuntu-victima sshd[4713]: Disconnecting authenticating user root 192.168.1.50 port 48786: Too many authentication failures [preauth]    ,0,0,1
Feb 16 18:10:03 ubuntu-victima sshd[2506]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,1
Feb 16 18:32:40 ubuntu-victima sshd[3145]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,1
Feb 17 13:37:22 ubuntu-victima sshd[5376]: Failed password for root from 192.168.1.50 port 43710 ssh2  root ,0,0,1
Feb 16 18:37:32 ubuntu-victima sshd[3294]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,1
Feb 16 17:58:34 ubuntu-victima sshd[1877]: Failed password for root from 192.168.1.50 port 41012 ssh2  root ,0,0,1
Feb 17 12:27:38 ubuntu-victima sshd[3908]: Failed password for root from 192.168.1.50 port 53258 ssh2  root ,0,0,1
Feb 17 11:15:55 ubuntu-victima sshd[2852]: Disconnecting authenticating user root 192.168.1.50 port 53928: Too many authentication failures [preauth]    ,0,0,1
Feb 17 12:33:56 ubuntu-victima sshd[4090]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,1
Feb 17 17:10:27 ubuntu-victima sshd[3439]: Disconnecting authenticating user vboxuser 192.168.1.50 port 36250: Too many authentication failures [preauth]    ,0,0,1
Feb 17 17:21:58 ubuntu-victima sshd[3778]: Failed password for vboxuser from 192.168.1.50 port 56410 ssh2  vboxuser ,0,0,1
Feb 16 18:48:24 ubuntu-victima sshd[3590]: Failed password for root from 192.168.1.50 port 54908 ssh2  root ,0,0,1
Feb 17 17:25:17 ubuntu-victima sshd[3880]: Failed password for vboxuser from 192.168.1.50 port 50060 ssh2  vboxuser ,0,0,1
Feb 17 12:35:03 ubuntu-victima sshd[4122]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,1
Feb 17 13:36:19 ubuntu-victima sshd[4836]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,1
Feb 17 17:09:23 ubuntu-victima sshd[3405]: Failed password for vboxuser from 192.168.1.50 port 49854 ssh2  vboxuser ,0,0,1
Feb 17 13:26:37 ubuntu-victima sshd[4537]: Failed password for root from 192.168.1.50 port 46770 ssh2  root ,0,0,1
Feb 17 17:26:01 ubuntu-victima sshd[3904]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=vboxuser  vboxuser ,0,0,1
Feb 17 13:31:05 ubuntu-victima sshd[4685]: Failed password for root from 192.168.1.50 port 59694 ssh2  root ,0,0,1
Feb 17 17:23:42 ubuntu-victima sshd[3825]: Disconnecting authenticating user vboxuser 192.168.1.50 port 35582: Too many authentication failures [preauth]    ,0,0,1
Feb 16 18:18:39 ubuntu-victima sshd[2771]: Failed password for root from 192.168.1.50 port 54656 ssh2  root ,0,0,1
Feb 16 18:54:13 ubuntu-victima sshd[3750]: Failed password for root from 192.168.1.50 port 46434 ssh2  root ,0,0,1
Feb 16 18:13:12 ubuntu-victima sshd[2587]: Failed password for root from 192.168.1.50 port 49768 ssh2  root ,0,0,1
Feb 16 18:14:34 ubuntu-victima sshd[2663]: Failed password for root from 192.168.1.50 port 52476 ssh2  root ,0,0,1
Feb 16 17:58:02 ubuntu-victima sshd[1865]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,1
Feb 17 12:32:31 ubuntu-victima sshd[4062]: Failed password for root from 192.168.1.50 port 54216 ssh2  root ,0,0,1
Feb 16 18:37:12 ubuntu-victima sshd[3282]: Failed password for root from 192.168.1.50 port 35094 ssh2  root ,0,0,1
Feb 17 13:35:37 ubuntu-victima sshd[4815]: Failed password for root from 192.168.1.50 port 44872 ssh2  root ,0,0,1
Feb 17 12:02:00 ubuntu-victima sshd[3794]: Failed password for root from 192.168.1.50 port 43160 ssh2  root ,0,0,1
Feb 17 12:30:10 ubuntu-victima sshd[3974]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,1
Feb 16 18:20:26 ubuntu-victima sshd[2824]: Failed password for root from 192.168.1.50 port 34162 ssh2  root ,0,0,1
Feb 16 18:21:11 ubuntu-victima sshd[2845]: Disconnecting authenticating user root 192.168.1.50 port 35824: Too many authentication failures [preauth]    ,0,0,1
Feb 17 13:33:14 ubuntu-victima sshd[4750]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,1
Feb 17 17:08:42 ubuntu-victima sshd[3390]: Failed password for vboxuser from 192.168.1.50 port 49378 ssh2  vboxuser ,0,0,1
Feb 16 18:19:34 ubuntu-victima sshd[2793]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,1
Feb 17 17:03:47 ubuntu-victima sshd[3246]: Failed password for vboxuser from 192.168.1.50 port 51180 ssh2  vboxuser ,0,0,1
Feb 16 17:59:22 ubuntu-victima sshd[1904]: Failed password for root from 192.168.1.50 port 45080 ssh2  root ,0,0,1
Feb 16 18:14:36 ubuntu-victima sshd[2659]: Disconnecting authenticating user root 192.168.1.50 port 52466: Too many authentication failures [preauth]    ,0,0,1
Feb 17 17:03:50 ubuntu-victima sshd[3255]: Failed password for vboxuser from 192.168.1.50 port 45732 ssh2  vboxuser ,0,0,1
Feb 17 17:03:38 ubuntu-victima sshd[3248]: Failed password for vboxuser from 192.168.1.50 port 51196 ssh2  vboxuser ,0,0,1
Feb 16 18:09:16 ubuntu-victima sshd[2484]: Failed password for root from 192.168.1.50 port 58824 ssh2  root ,0,0,1
Feb 16 18:44:31 ubuntu-victima sshd[3478]: Failed password for root from 192.168.1.50 port 57920 ssh2  root ,0,0,1
Feb 17 13:25:29 ubuntu-victima sshd[4499]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,1
Feb 17 17:11:28 ubuntu-victima sshd[3470]: Failed password for vboxuser from 192.168.1.50 port 42086 ssh2  vboxuser ,0,0,1
Feb 16 17:56:03 ubuntu-victima sshd[1683]: Failed password for root from 192.168.1.50 port 52364 ssh2  root ,0,0,1
Feb 16 17:58:13 ubuntu-victima sshd[1877]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,1
Feb 17 17:21:20 ubuntu-victima sshd[3762]: Failed password for vboxuser from 192.168.1.50 port 32864 ssh2  vboxuser ,0,0,1
Feb 17 17:03:01 ubuntu-victima sshd[3230]: Failed password for vboxuser from 192.168.1.50 port 47186 ssh2  vboxuser ,0,0,1
[Thu Feb 26 11:08:13.366151 2026] [authz_core:error] [pid 1015:tid 139165345748672] [client 192.168.1.50:50008] AH01630: client denied by server configuration: /var/www/html/.hta     ,0,0,1
Feb 17 13:34:44 ubuntu-victima sshd[4788]: Failed password for root from 192.168.1.50 port 47164 ssh2  root ,0,0,1
Feb 17 13:31:17 ubuntu-victima sshd[4681]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,1
Feb 16 18:27:56 ubuntu-victima sshd[3027]: Failed password for root from 192.168.1.50 port 44560 ssh2  root ,0,0,1
Feb 17 17:25:09 ubuntu-victima sshd[3885]: Failed password for vboxuser from 192.168.1.50 port 50070 ssh2  vboxuser ,0,0,1
Feb 17 17:19:35 ubuntu-victima sshd[3713]: Failed password for vboxuser from 192.168.1.50 port 49316 ssh2  vboxuser ,0,0,1
Feb 16 18:53:44 ubuntu-victima sshd[3736]: Failed password for root from 192.168.1.50 port 33518 ssh2  root ,0,0,1
Feb 17 13:28:07 ubuntu-victima sshd[4571]: Disconnecting authenticating user root 192.168.1.50 port 47218: Too many authentication failures [preauth]    ,0,0,1
Feb 16 18:37:01 ubuntu-victima sshd[3272]: Failed password for root from 192.168.1.50 port 36634 ssh2  root ,0,0,1
Feb 16 18:35:58 ubuntu-victima sshd[3243]: Disconnecting authenticating user root 192.168.1.50 port 55768: Too many authentication failures [preauth]    ,0,0,1
Feb 17 13:27:14 ubuntu-victima sshd[4555]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,1
Feb 17 12:36:21 ubuntu-victima sshd[4168]: Failed password for root from 192.168.1.50 port 60444 ssh2  root ,0,0,1
Feb 16 18:33:40 ubuntu-victima sshd[3187]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,1
Feb 16 18:51:45 ubuntu-victima sshd[3686]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,1
Feb 16 18:11:46 ubuntu-victima sshd[2551]: Failed password for root from 192.168.1.50 port 34902 ssh2  root ,0,0,1
Feb 16 17:59:13 ubuntu-victima sshd[1904]: Failed password for root from 192.168.1.50 port 45080 ssh2  root ,0,0,1
Feb 17 12:36:23 ubuntu-victima sshd[4170]: Failed password for root from 192.168.1.50 port 60458 ssh2  root ,0,0,1
Feb 17 12:28:15 ubuntu-victima sshd[3922]: Failed password for root from 192.168.1.50 port 36676 ssh2  root ,0,0,1
Feb 17 17:04:06 ubuntu-victima sshd[3263]: Failed password for vboxuser from 192.168.1.50 port 44636 ssh2  vboxuser ,0,0,1
Feb 17 12:27:23 ubuntu-victima sshd[3898]: Failed password for root from 192.168.1.50 port 44440 ssh2  root ,0,0,1
Feb 16 18:11:12 ubuntu-victima sshd[2545]: Failed password for root from 192.168.1.50 port 41104 ssh2  root ,0,0,1
Feb 17 11:16:12 ubuntu-victima sshd[2870]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,1,0,1
Feb 16 18:06:33 ubuntu-victima sshd[2403]: Failed password for root from 192.168.1.50 port 50826 ssh2  root ,0,0,1
Feb 17 13:29:20 ubuntu-victima sshd[4618]: Failed password for root from 192.168.1.50 port 45340 ssh2  root ,0,0,1
Feb 17 13:26:16 ubuntu-victima sshd[4523]: Failed password for root from 192.168.1.50 port 42286 ssh2  root ,0,0,1
Feb 17 17:06:45 ubuntu-victima sshd[3350]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=vboxuser  vboxuser ,0,0,1
Feb 16 18:15:42 ubuntu-victima sshd[2701]: Failed password for root from 192.168.1.50 port 37510 ssh2  root ,0,0,1
Feb 17 17:11:25 ubuntu-victima sshd[3472]: Failed password for vboxuser from 192.168.1.50 port 42100 ssh2  vboxuser ,0,0,1
Feb 17 17:24:12 ubuntu-victima sshd[3854]: Failed password for vboxuser from 192.168.1.50 port 48992 ssh2  vboxuser ,0,0,1
Feb 17 13:28:20 ubuntu-victima sshd[4580]: Failed password for root from 192.168.1.50 port 60176 ssh2  root ,0,0,1
Feb 17 17:14:36 ubuntu-victima sshd[3561]: Failed password for vboxuser from 192.168.1.50 port 36286 ssh2  vboxuser ,0,0,1
Feb 17 17:09:16 ubuntu-victima sshd[3409]: Failed password for vboxuser from 192.168.1.50 port 49868 ssh2  vboxuser ,0,0,1
Feb 17 17:04:58 ubuntu-victima sshd[3279]: Disconnecting authenticating user vboxuser 192.168.1.50 port 49680: Too many authentication failures [preauth]    ,0,0,1
Feb 17 13:36:19 ubuntu-victima sshd[4834]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,1
Feb 16 17:57:36 ubuntu-victima sshd[1852]: Disconnecting authenticating user root 192.168.1.50 port 36584: Too many authentication failures [preauth]    ,0,0,1
Feb 16 17:56:47 ubuntu-victima sshd[1842]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root  root ,0,0,1
Feb 17 17:32:27 ubuntu-victima sshd[4087]: Disconnecting authenticating user vboxuser 192.168.1.50 port 37348: Too many authentication failures [preauth]    ,0,0,1
Feb 17 17:06:43 ubuntu-victima sshd[3346]: Failed password for vboxuser from 192.168.1.50 port 34968 ssh2  vboxuser ,0,0,1
Feb 17 12:29:16 ubuntu-victima sshd[3951]: Failed password for root from 192.168.1.50 port 39900 ssh2  root ,0,0,1
Feb 16 18:42:29 ubuntu-victima sshd[3428]: Failed password for root from 192.168.1.50 port 57406 ssh2  root ,1,0,1
